AvgOrderValue,PurchaseFrequency,NumProductCategoriesShoppedIn,AvgDiscountUsed
51.12,2.32,2,0.391
24.21,1.04,1,0.022
47.66,13.62,3,0.064
38.99,3.34,2,0.336
175.56,0.63,2,0.008
45.32,18.05,3,0.13
229.21,1.48,1,0.087
41.6,3.28,3,0.344
181.78,1.36,2,0.062
42.11,3.6,2,0.486
40.85,15.15,4,0.102
23.05,0.78,1,0.0
57.71,3.32,3,0.265
57.23,3.92,2,0.209
26.17,14.47,1,0.111
253.6,2.62,2,0.007
45.75,1.62,2,0.268
151.71,2.92,2,0.043
45.15,2.74,2,0.345
31.03,3.79,3,0.377
232.97,2.57,2,0.023
197.55,1.78,2,0.055
36.4,12.07,3,0.151
43.03,12.32,2,0.074
27.43,1.13,1,0.023
36.4,2.65,2,0.305
46.8,9.01,2,0.035
236.42,2.61,2,0.073
37.75,2.67,2,0.14
25.09,9.47,2,0.074
32.1,13.15,3,0.097
49.58,2.61,3,0.382
189.04,1.52,1,0.076
31.76,12.06,3,0.121
22.02,1.31,1,0.011
57.09,2.69,2,0.232
39.09,16.3,1,0.092
19.46,0.84,1,0.004
31.13,11.72,2,0.067
31.25,13.72,3,0.106
56.44,1.67,2,0.434
36.67,9.51,3,0.053
163.64,2.19,2,0.043
53.47,17.46,2,0.095
27.67,0.66,1,0.019
36.54,15.13,2,0.149
37.89,0.76,1,0.0
21.42,12.8,4,0.158
19.14,15.64,3,0.038
35.05,12.05,4,0.086
10.47,0.26,1,0.054
38.61,7.16,3,0.105
221.07,2.67,2,0.059
30.7,11.05,4,0.101
26.37,0.86,1,0.0
28.21,0.59,1,0.011
248.64,1.79,2,0.133
41.78,10.35,4,0.095
200.64,2.01,1,0.07
34.11,11.52,5,0.117
18.51,0.62,2,0.02
154.24,1.75,2,0.052
194.3,1.29,2,0.061
39.66,4.62,2,0.474
164.37,2.52,3,0.023
30.54,0.79,1,0.0
203.58,2.46,2,0.041
203.77,2.92,3,0.012
40.0,3.49,3,0.274
229.66,2.93,2,0.006
27.92,1.2,1,0.021
228.34,1.73,2,0.045
176.86,2.27,2,0.027
32.6,9.6,3,0.071
178.46,2.49,1,0.015
13.86,0.89,1,0.028
35.11,3.36,2,0.443
31.88,6.41,4,0.032
30.68,11.21,3,0.134
48.95,3.26,1,0.435
48.85,2.26,2,0.262
38.14,10.32,3,0.087
180.95,1.35,1,0.089
24.23,0.82,1,0.013
56.74,1.29,1,0.456
43.97,12.11,3,0.105
71.68,2.92,3,0.344
26.64,13.84,3,0.151
29.3,2.27,2,0.439
30.09,1.23,1,0.055
24.8,15.13,3,0.085
37.0,13.27,4,0.086
207.01,2.18,2,0.049
28.56,1.72,1,0.007
35.16,10.28,2,0.135
165.19,1.43,2,0.038
227.89,2.24,2,0.002
38.71,2.82,2,0.348
25.76,1.26,1,0.057
42.58,3.5,1,0.448
32.21,13.99,2,0.067
30.83,9.95,2,0.044
23.43,11.76,2,0.175
36.8,1.92,1,0.317
209.77,1.82,2,0.011
52.58,3.13,2,0.476
171.56,1.96,2,0.054
42.12,2.24,2,0.403
22.63,0.34,2,0.028
241.3,1.82,2,0.129
30.2,15.3,4,0.031
37.78,3.62,1,0.201
166.93,1.94,3,0.064
234.75,1.35,4,0.057
180.73,1.76,2,0.056
34.53,13.23,3,0.116
59.25,3.06,2,0.323
202.83,1.12,2,0.054
29.51,0.2,1,0.003
178.47,2.45,3,0.0
47.87,12.4,2,0.13
47.8,6.02,3,0.121
40.54,3.51,2,0.434
218.95,1.58,1,0.046
197.59,2.12,2,0.08
27.44,11.91,3,0.125
161.93,2.37,1,0.08
47.81,2.66,3,0.455
199.19,2.24,2,0.029
155.0,1.16,2,0.044
179.57,1.97,3,0.025
41.43,10.63,3,0.082
27.35,3.2,2,0.332
198.5,1.25,2,0.055
37.84,8.51,1,0.107
164.93,2.25,3,0.049
235.51,2.13,1,0.039
38.33,3.03,2,0.329
35.31,14.13,4,0.081
51.86,2.03,2,0.409
25.49,18.14,3,0.105
223.71,2.65,2,0.005
32.56,0.83,1,0.006
38.01,0.66,2,0.0
20.26,2.82,2,0.44
29.37,0.97,2,0.006
28.06,1.32,1,0.031
206.91,1.2,2,0.083
190.31,2.01,2,0.114
21.12,0.91,1,0.023
211.34,2.52,1,0.042
232.19,1.76,2,0.081
41.77,2.57,3,0.257
48.21,3.24,2,0.366
48.86,4.14,2,0.325
41.43,13.12,4,0.153
49.55,2.85,2,0.354
146.05,2.15,1,0.004
53.33,13.58,3,0.088
29.77,13.93,4,0.158
25.69,0.81,1,0.011
231.07,1.09,2,0.007
173.41,1.09,2,0.057
202.63,1.95,3,0.028
35.93,1.87,2,0.4
45.14,2.13,2,0.257
21.87,0.94,1,0.012
55.75,2.41,2,0.288
31.87,11.46,3,0.065
54.3,2.25,1,0.221
58.85,3.39,2,0.241
179.62,2.12,1,0.074
195.06,1.24,2,0.019
206.25,1.63,2,0.029
42.4,2.92,2,0.387
34.26,9.63,2,0.17
167.05,1.93,3,0.0
140.52,2.38,2,0.025
227.98,1.64,2,0.0
56.42,2.74,2,0.211
29.71,8.21,2,0.05
20.83,8.56,4,0.134
227.08,2.68,2,0.055
206.01,2.62,2,0.082
20.97,3.63,1,0.435
49.7,11.18,4,0.096
33.17,1.29,1,0.005
24.36,1.94,3,0.581
230.17,1.72,3,0.055
55.89,2.48,2,0.476
41.85,12.43,4,0.105
52.72,9.02,3,0.106
46.65,9.77,3,0.08
24.03,0.93,1,0.019
164.91,1.83,2,0.029
219.57,2.52,3,0.105
27.81,0.92,1,0.0
61.14,2.55,1,0.554
32.79,3.48,1,0.322
42.94,10.03,2,0.077
48.02,3.13,2,0.336
46.04,2.45,2,0.258
29.49,13.53,3,0.142
25.88,0.9,1,0.007
30.65,0.99,1,0.02
36.46,1.0,3,0.404
55.01,3.41,2,0.452
37.04,12.94,3,0.087
26.45,1.14,1,0.007
203.02,0.72,3,0.073
38.26,10.22,4,0.147
38.77,13.04,3,0.09
24.71,11.06,2,0.089
226.43,1.21,2,0.051
57.0,3.04,2,0.392
20.79,0.64,1,0.0
41.65,10.5,1,0.055
57.29,3.86,1,0.354
46.27,3.22,2,0.308
44.25,3.05,2,0.377
63.42,3.7,2,0.464
152.22,1.37,2,0.056
37.84,13.38,4,0.166
25.99,0.94,1,0.055
37.73,0.2,2,0.365
42.06,15.3,2,0.134
44.57,18.53,3,0.092
36.43,10.71,3,0.12
26.92,1.34,1,0.0
39.95,11.34,2,0.014
25.39,13.17,4,0.072
54.97,2.49,3,0.234
63.97,2.86,2,0.214
262.33,1.69,2,0.01
40.19,11.72,3,0.127
28.24,9.56,2,0.01
19.53,0.84,1,0.064
62.79,2.08,2,0.411
197.03,2.38,2,0.025
38.25,1.85,2,0.565
35.13,11.11,3,0.085
24.93,3.73,2,0.315
179.4,1.7,3,0.135
39.25,2.35,2,0.354
41.12,14.07,2,0.037
244.69,1.61,2,0.061
178.78,2.34,2,0.076
226.36,1.95,1,0.03
42.51,2.5,2,0.362
33.29,12.21,4,0.129
184.05,1.37,2,0.067
21.14,3.65,2,0.304
32.69,11.89,2,0.132
34.24,10.29,3,0.138
49.32,10.43,3,0.039
35.78,10.84,4,0.076
41.72,14.48,4,0.127
230.84,2.06,1,0.051
53.12,3.4,2,0.213
27.63,0.91,1,0.029
228.58,2.42,2,0.052
36.61,3.59,2,0.509
43.88,12.86,4,0.11
48.97,1.56,2,0.328
34.07,1.24,1,0.0
189.01,1.62,1,0.067
195.78,1.59,2,0.086
23.19,1.41,1,0.0
143.8,1.16,3,0.055
188.88,1.85,3,0.009
42.5,0.71,2,0.374
43.59,2.1,2,0.442
51.96,15.85,4,0.14
36.93,4.19,3,0.08
53.17,3.58,2,0.419
29.59,0.51,1,0.052
24.08,1.59,1,0.034
147.6,0.92,3,0.053
233.87,1.17,2,0.044
41.21,15.24,4,0.1
26.0,14.34,3,0.116
22.28,1.06,1,0.0
198.7,1.95,3,0.033
55.53,1.56,1,0.274
23.57,0.85,1,0.031
44.76,3.58,2,0.373
156.57,1.52,4,0.032
40.54,18.3,2,0.113
25.95,0.35,1,0.038
33.1,14.54,2,0.117
37.14,2.88,1,0.324
35.04,12.67,4,0.083
142.17,3.07,2,0.082
23.66,14.36,4,0.059
38.73,3.84,1,0.418
27.55,10.59,4,0.043
201.01,2.45,3,0.07
195.98,1.54,1,0.01
61.33,4.57,2,0.249
22.38,1.06,2,0.0
38.84,10.28,3,0.097
28.51,1.29,2,0.045
63.89,2.59,3,0.285
36.71,2.57,2,0.408
244.72,2.27,2,0.044
50.43,2.94,1,0.272
24.61,0.73,1,0.001
38.11,10.03,4,0.131
187.32,1.57,1,0.081
36.92,4.11,2,0.337
200.26,2.23,3,0.033
27.69,0.62,1,0.0
54.95,3.47,2,0.333
60.31,4.21,1,0.281
42.3,3.98,2,0.419
38.0,9.25,3,0.122
56.66,2.64,2,0.406
22.68,1.35,1,0.02
47.17,8.6,3,0.019
36.64,11.27,4,0.063
188.45,2.55,2,0.067
239.73,1.97,3,0.12
247.32,1.61,1,0.1
24.81,16.45,3,0.091
28.54,0.54,1,0.0
34.82,1.76,3,0.408
30.08,13.72,3,0.097
35.24,1.22,1,0.008
26.92,14.37,3,0.118
185.41,2.55,3,0.069
27.69,10.9,3,0.161
39.18,7.77,3,0.09
29.52,0.39,1,0.027
23.27,9.39,3,0.049
39.32,3.07,3,0.396
247.38,2.26,1,0.03
26.37,15.89,3,0.144
33.23,2.83,2,0.381
177.43,2.06,2,0.07
29.68,12.54,2,0.104
146.28,2.61,2,0.03
16.15,15.82,4,0.076
199.03,1.42,2,0.03
19.21,0.76,1,0.031
163.14,1.94,2,0.063
23.45,1.63,1,0.003
181.36,1.29,2,0.072
181.71,1.83,3,0.024
48.03,12.76,3,0.135
51.36,1.51,2,0.376
184.78,1.67,2,0.038
24.97,0.59,1,0.002
37.98,3.52,2,0.394
42.33,11.63,2,0.089
220.63,1.26,2,0.021
33.61,12.77,1,0.12
28.45,14.26,2,0.087
32.74,12.33,3,0.106
46.98,14.84,3,0.049
51.47,3.1,2,0.501
34.74,14.36,2,0.106
40.61,4.22,2,0.394
39.33,8.32,4,0.082
202.5,1.86,2,0.04
33.38,0.2,1,0.013
52.03,2.52,2,0.474
208.7,2.67,2,0.065
46.05,3.82,2,0.362
24.12,1.62,1,0.009
59.35,2.62,1,0.356
200.92,1.34,2,0.068
31.11,10.42,4,0.048
194.38,2.47,3,0.023
249.42,1.71,3,0.041
163.91,1.77,2,0.083
227.35,1.41,2,0.01
14.16,0.86,1,0.026
25.75,11.31,4,0.162
223.13,2.27,3,0.04
202.55,1.53,2,0.0
36.99,1.61,1,0.016
19.69,1.35,2,0.028
21.85,8.68,5,0.048
37.24,15.47,2,0.061
36.83,10.22,4,0.157
30.58,14.26,3,0.166
45.43,9.08,4,0.125
43.66,3.5,2,0.295
26.81,0.54,1,0.047
247.19,2.43,2,0.062
201.63,1.92,2,0.036
21.39,1.05,1,0.0
43.38,5.69,1,0.2
56.43,2.16,2,0.345
33.5,0.98,1,0.04
37.7,3.39,3,0.328
37.0,10.44,4,0.128
217.61,1.17,3,0.088
203.74,1.85,3,0.027
215.54,0.91,2,0.085
202.73,1.86,1,0.068
27.64,12.01,3,0.092
33.59,13.29,2,0.107
23.88,1.04,1,0.05
170.25,1.78,3,0.09
42.83,14.03,3,0.137
190.92,1.47,2,0.073
45.83,11.37,2,0.088
30.95,13.78,5,0.048
186.54,1.83,2,0.099
12.75,0.82,1,0.027
197.27,2.5,3,0.025
42.0,2.43,1,0.383
217.57,1.96,1,0.042
41.66,13.75,4,0.064
35.42,9.22,2,0.077
193.76,1.54,2,0.029
41.84,14.44,4,0.131
193.13,1.7,2,0.031
61.22,3.19,2,0.514
26.93,1.49,1,0.015
31.92,14.75,2,0.069
37.5,2.13,2,0.59
30.92,0.53,2,0.02
208.41,1.84,1,0.046
23.62,1.41,1,0.021
183.32,2.01,2,0.028
47.65,2.07,2,0.439
181.61,2.15,3,0.054
192.43,1.2,2,0.062
241.32,1.49,1,0.081
27.52,0.63,2,0.054
181.4,0.98,2,0.065
37.64,3.1,2,0.187
27.63,0.95,1,0.028
45.48,11.67,4,0.053
38.78,15.28,4,0.145
30.48,3.05,2,0.368
20.49,12.95,3,0.132
31.36,14.09,3,0.152
196.14,1.95,2,0.0
11.29,13.98,2,0.145
41.83,12.04,2,0.137
37.86,18.9,4,0.18
175.97,1.04,1,0.062
33.39,12.78,3,0.114
23.59,1.15,1,0.001
67.11,2.33,2,0.433
37.8,12.03,4,0.141
36.6,10.93,2,0.166
229.43,1.65,2,0.052
44.52,1.77,2,0.204
38.89,10.48,3,0.141
46.55,2.1,3,0.311
60.24,2.08,2,0.276
33.99,0.71,1,0.003
186.75,1.92,2,0.043
44.37,1.99,2,0.435
36.09,10.58,3,0.165
35.57,13.65,4,0.107
42.74,12.66,2,0.054
154.07,2.39,2,0.014
44.49,13.66,2,0.072
18.91,1.01,1,0.013
14.42,1.04,2,0.028
44.14,13.68,2,0.116
183.13,1.03,2,0.041
20.3,9.1,4,0.044
14.35,1.13,1,0.046
31.19,10.76,2,0.039
39.16,2.97,2,0.352
36.03,14.74,3,0.035
20.3,1.49,1,0.0
181.02,1.44,2,0.083
181.58,2.21,2,0.046
35.58,12.14,2,0.128
248.29,1.57,1,0.034
230.84,2.07,3,0.041
38.03,11.08,3,0.145
43.31,0.96,1,0.249
31.3,3.68,2,0.46
33.97,10.86,2,0.103
25.57,2.14,2,0.507
210.58,2.5,1,0.049
28.82,0.94,1,0.02
24.2,11.92,2,0.039
20.49,1.21,1,0.021
40.18,12.58,4,0.148
45.95,2.1,1,0.153
30.8,11.49,3,0.0
31.67,10.86,3,0.029
186.07,2.08,2,0.033
214.56,2.7,2,0.071
48.68,3.77,3,0.36
200.2,2.07,2,0.055
41.17,13.18,4,0.079
237.96,2.41,2,0.013
191.36,1.8,2,0.004
168.61,2.94,2,0.073
43.34,8.13,3,0.093
27.77,3.89,2,0.368
31.43,12.52,3,0.088
47.75,1.86,3,0.215
38.08,11.22,4,0.074
247.68,2.42,2,0.073
225.5,1.58,2,0.022
31.5,0.6,1,0.02
144.3,1.08,1,0.04
42.91,14.04,1,0.11
36.8,11.9,3,0.123
198.44,2.53,2,0.057
51.67,3.45,3,0.322
39.94,1.46,1,0.02
37.56,4.31,2,0.313
183.24,1.96,2,0.033
168.12,1.16,2,0.052
23.95,15.62,4,0.09
18.06,10.82,4,0.053
30.0,11.35,5,0.0
45.22,3.06,3,0.252
44.29,3.27,3,0.291
166.84,1.22,3,0.051
42.51,2.71,1,0.193
35.13,1.5,2,0.506
53.13,13.07,4,0.137
43.25,2.3,2,0.487
45.49,3.35,2,0.159
23.17,0.3,1,0.01
38.39,2.32,2,0.244
47.48,3.46,3,0.248
148.39,1.18,3,0.004
177.71,2.37,3,0.069
156.17,1.0,1,0.036
192.08,1.58,3,0.092
34.13,3.13,1,0.348
30.5,11.05,2,0.125
213.79,3.77,2,0.046
184.63,2.55,1,0.024
46.8,3.2,2,0.329
24.93,0.98,1,0.008
214.16,1.61,2,0.0
38.67,10.18,3,0.106
28.31,7.52,2,0.135
155.08,1.03,2,0.087
175.34,2.85,3,0.006
25.13,10.33,3,0.084
58.0,2.37,2,0.269
217.04,2.49,1,0.0
27.31,9.82,4,0.066
30.88,9.56,4,0.1
40.99,6.74,2,0.169
27.18,1.11,1,0.057
35.47,11.3,4,0.068
226.62,2.6,1,0.073
32.6,2.43,3,0.403
42.19,4.12,2,0.351
56.74,3.65,1,0.356
24.21,13.87,4,0.121
51.43,3.61,3,0.269
213.64,1.67,1,0.06
31.95,1.26,1,0.0
200.83,1.65,2,0.028
34.95,1.79,2,0.429
38.44,2.97,2,0.336
70.24,3.1,2,0.317
52.55,2.16,2,0.424
233.02,2.26,2,0.034
179.35,2.31,1,0.053
60.94,1.55,2,0.362
56.5,2.29,2,0.321
40.95,10.32,3,0.071
66.85,1.79,2,0.411
27.04,1.63,1,0.032
67.28,3.1,2,0.249
211.65,2.04,1,0.055
61.56,2.76,2,0.274
39.2,2.99,2,0.37
54.7,2.84,3,0.357
167.98,1.75,1,0.025
35.65,10.86,2,0.13
33.25,13.04,4,0.085
23.82,0.82,1,0.02
203.91,0.41,3,0.051
54.59,3.28,2,0.382
200.18,1.87,2,0.042
39.67,12.83,2,0.02
179.45,3.75,2,0.033
27.89,1.34,1,0.0
51.16,12.08,3,0.079
18.24,0.71,1,0.05
29.39,11.71,2,0.16
45.46,14.57,2,0.112
232.53,1.04,2,0.042
195.46,2.12,2,0.041
42.55,2.28,3,0.21
224.53,0.51,2,0.105
40.97,3.27,3,0.375
166.11,1.84,3,0.064
39.67,11.85,3,0.033
27.34,8.54,3,0.054
217.38,1.72,2,0.097
44.27,3.0,2,0.381
54.08,3.17,3,0.174
15.12,0.2,1,0.007
44.3,11.62,2,0.062
37.37,1.77,3,0.379
22.87,1.51,1,0.05
43.11,3.58,2,0.434
26.23,1.04,1,0.0
31.28,10.23,3,0.065
34.69,10.72,4,0.104
30.59,13.77,3,0.117
21.6,1.63,1,0.013
44.63,2.16,1,0.274
32.95,3.08,3,0.226
20.44,0.37,1,0.004
27.91,0.73,1,0.012
44.67,15.24,1,0.102
46.25,13.02,2,0.09
32.51,0.46,2,0.003
168.6,2.69,2,0.032
28.03,15.28,5,0.057
192.39,3.15,2,0.053
37.31,2.96,2,0.321
24.27,1.43,1,0.008
45.18,10.41,3,0.1
27.36,1.84,1,0.03
26.25,2.95,2,0.344
40.43,11.0,4,0.06
44.25,1.92,1,0.358
44.44,15.41,3,0.112
181.87,1.97,2,0.091
20.54,1.21,1,0.03
199.97,2.29,2,0.079
38.41,1.75,2,0.34
38.63,13.09,4,0.111
200.59,0.75,2,0.035
217.35,1.7,2,0.0
193.61,1.64,3,0.0
213.69,1.31,2,0.14
36.9,4.59,2,0.343
164.25,2.53,1,0.05
35.75,13.2,2,0.121
25.05,1.24,1,0.057
59.95,3.12,2,0.368
37.0,1.38,1,0.012
52.8,3.16,2,0.365
36.82,17.03,2,0.098
36.82,1.48,2,0.389
171.84,0.56,3,0.032
34.12,1.23,1,0.027
194.46,1.64,3,0.048
54.75,2.44,2,0.403
234.27,2.13,2,0.058
36.67,1.95,2,0.352
41.19,11.01,3,0.056
179.49,1.67,2,0.059
186.0,2.23,1,0.063
171.58,2.4,1,0.1
61.52,2.91,2,0.33
35.91,13.58,3,0.07
192.71,1.91,3,0.106
32.05,8.07,4,0.026
31.74,1.81,2,0.424
50.94,3.49,2,0.414
230.57,1.92,1,0.029
172.74,1.66,3,0.05
22.17,13.27,2,0.149
41.9,11.25,3,0.061
34.71,14.06,3,0.138
66.9,4.36,2,0.379
37.62,2.17,2,0.455
17.38,0.71,1,0.001
261.45,2.46,2,0.114
22.25,0.84,1,0.019
56.2,12.5,2,0.089
47.05,3.85,1,0.349
210.93,0.85,2,0.049
36.68,13.22,3,0.052
15.99,1.06,1,0.0
212.18,2.43,2,0.038
34.44,4.86,3,0.418
44.11,10.03,3,0.136
39.82,2.35,2,0.323
216.64,1.21,2,0.07
253.75,1.48,2,0.0
32.75,3.05,2,0.255
38.56,2.92,2,0.338
37.51,10.22,3,0.087
33.69,2.41,2,0.345
29.88,0.79,1,0.003
31.44,15.33,5,0.192
183.09,2.46,2,0.042
137.37,1.99,1,0.052
43.88,10.04,4,0.118
201.08,1.32,1,0.083
49.43,4.69,3,0.255
26.19,0.98,1,0.019
21.43,13.05,3,0.111
60.48,2.71,1,0.329
41.28,10.02,3,0.121
53.4,12.05,3,0.181
176.95,1.47,2,0.096
19.44,2.24,1,0.005
41.95,12.93,3,0.027
186.29,3.44,2,0.092
45.5,3.12,2,0.361
38.46,9.3,2,0.062
184.46,1.41,2,0.058
63.28,3.3,2,0.276
53.42,2.87,2,0.228
187.11,2.12,3,0.051
246.97,1.46,2,0.089
18.03,0.89,1,0.037
41.44,3.33,1,0.358
31.63,9.02,2,0.12
36.72,14.07,3,0.133
40.23,12.52,3,0.075
28.28,8.96,2,0.175
9.95,0.2,1,0.009
277.75,1.36,3,0.074
36.34,10.58,3,0.115
179.19,1.29,3,0.034
221.93,2.05,2,0.085
24.17,13.51,3,0.085
47.1,11.64,4,0.077
40.18,10.21,4,0.12
45.04,13.77,3,0.157
27.29,12.24,4,0.128
218.17,2.33,2,0.006
44.31,15.56,3,0.119
223.43,1.9,1,0.1
145.09,1.72,2,0.101
38.1,7.68,2,0.142
26.67,2.71,3,0.563
214.35,1.8,2,0.034
216.19,1.82,1,0.026
32.68,15.13,2,0.149
28.6,16.21,4,0.052
51.59,3.07,1,0.278
31.53,3.1,2,0.321
188.18,1.98,2,0.043
238.33,2.44,3,0.0
206.23,3.27,3,0.046
43.25,11.16,3,0.062
34.78,2.54,2,0.404
172.93,1.49,3,0.09
23.49,0.72,2,0.026
32.11,12.94,4,0.122
217.51,1.99,2,0.003
47.63,2.06,2,0.227
34.88,3.51,2,0.269
45.3,11.65,3,0.071
256.59,1.07,3,0.04
33.1,0.71,1,0.047
29.64,2.6,2,0.37
216.31,1.59,2,0.014
40.22,2.88,2,0.347
194.54,2.18,1,0.025
40.32,2.29,2,0.322
205.07,1.46,2,0.028
29.14,1.36,1,0.0
40.75,12.5,2,0.09
19.83,0.53,1,0.036
40.47,11.78,2,0.14
189.16,3.21,2,0.073
36.12,14.95,3,0.076
40.04,14.94,2,0.095
33.17,11.09,3,0.07
28.5,1.96,2,0.0
41.68,10.41,4,0.061
219.24,1.7,3,0.045
25.33,0.37,1,0.023
70.55,2.27,2,0.287
37.38,12.75,2,0.131
36.5,9.32,3,0.108
16.19,0.85,1,0.012
50.23,3.53,3,0.363
224.11,2.04,2,0.023
33.44,4.19,2,0.228
252.82,3.01,3,0.061
45.87,2.77,2,0.439
232.97,1.55,2,0.029
47.32,8.69,3,0.137
184.72,1.19,2,0.017
50.43,9.25,3,0.079
27.25,12.96,4,0.118
31.42,11.34,2,0.114
44.43,2.7,2,0.305
39.39,2.26,3,0.265
36.11,10.5,3,0.029
54.68,1.46,2,0.26
213.54,2.92,1,0.0
28.36,12.88,4,0.139
204.68,0.81,2,0.056
50.66,10.15,3,0.103
216.02,2.48,1,0.051
48.68,3.1,3,0.224
28.4,0.92,1,0.011
44.53,1.95,2,0.337
20.08,8.01,4,0.042
174.2,2.27,2,0.08
145.07,2.16,2,0.033
55.56,3.42,2,0.28
207.05,3.59,2,0.046
179.0,1.6,2,0.022
48.77,12.28,4,0.098
31.0,12.75,3,0.044
33.2,3.68,2,0.292
13.41,1.09,1,0.003
21.86,0.42,1,0.026
220.5,2.08,2,0.059
39.5,1.34,2,0.011
39.11,13.1,1,0.17
182.82,2.27,2,0.036
20.3,1.13,1,0.011
53.88,2.93,2,0.231
202.0,2.28,2,0.021
197.88,2.98,2,0.039
157.06,2.87,2,0.075
52.67,4.71,2,0.314
25.68,11.49,2,0.096
44.6,3.32,1,0.334
169.08,1.14,2,0.025
215.9,1.22,1,0.052
25.54,8.0,4,0.126
51.57,1.92,2,0.292
46.26,3.86,2,0.322
52.78,2.07,1,0.297
44.52,11.5,3,0.052
46.81,2.78,2,0.297
179.27,2.08,2,0.062
38.28,2.88,2,0.234
20.27,1.66,1,0.01
185.93,2.09,1,0.028
30.68,1.97,1,0.262
23.82,11.79,3,0.118
217.94,1.38,1,0.107
26.52,0.57,1,0.009
16.82,1.31,1,0.003
59.15,3.74,2,0.336
71.99,2.62,2,0.264
23.19,1.17,1,0.062
27.47,1.18,1,0.055
28.46,1.32,2,0.014
28.5,10.94,3,0.09
44.2,10.32,3,0.005
45.82,3.23,2,0.292
38.12,1.39,1,0.022
31.34,16.45,3,0.141
151.27,1.21,2,0.089
29.51,15.71,2,0.078
38.33,12.13,3,0.147
201.07,1.01,3,0.092
249.13,2.0,2,0.009
32.23,14.03,2,0.035
44.74,2.36,2,0.452
22.69,0.89,1,0.006
35.62,3.53,2,0.426
188.79,1.68,2,0.086
261.73,1.12,3,0.025
42.37,9.84,4,0.122
170.43,2.17,2,0.06
49.28,3.41,2,0.354
33.13,12.47,2,0.109
32.71,12.37,3,0.178
231.51,1.7,1,0.0
159.49,1.23,3,0.01
51.65,3.01,3,0.274
215.22,0.97,2,0.02
49.47,1.39,3,0.342
37.55,2.74,1,0.37
228.33,1.74,2,0.018
191.66,1.81,3,0.078
39.15,14.82,3,0.011
38.82,13.03,2,0.079
202.86,1.24,2,0.066
198.9,1.74,2,0.012
35.64,14.47,4,0.055
197.72,1.66,2,0.066
47.36,4.09,2,0.415
43.73,3.96,2,0.277
33.03,1.38,1,0.019
214.52,2.32,1,0.049
201.35,2.54,1,0.073
32.2,2.18,3,0.266
205.65,2.07,2,0.039
155.54,2.29,2,0.038
45.67,1.72,2,0.272
200.28,2.27,2,0.049
183.02,1.58,1,0.06
14.27,0.25,1,0.033
37.37,1.47,1,0.0
143.83,2.32,1,0.068
177.99,1.71,2,0.057
51.24,11.03,2,0.132
31.67,13.4,4,0.071
39.84,10.32,3,0.097
32.45,10.84,3,0.085
41.17,10.42,4,0.082
210.56,2.45,2,0.022
199.6,1.87,2,0.048
56.38,3.21,2,0.358
45.37,8.99,3,0.029
25.65,10.76,4,0.107
205.92,2.83,2,0.076
14.72,9.79,2,0.156
227.18,1.07,3,0.081
27.71,11.66,2,0.035
45.87,1.53,1,0.314
16.71,13.09,2,0.144
25.78,0.61,1,0.015
42.25,12.59,3,0.153
206.74,2.34,1,0.093
29.82,0.21,1,0.046
214.02,1.49,2,0.094
34.77,1.02,1,0.05
168.2,2.0,2,0.048
188.23,2.71,2,0.04
54.63,2.07,1,0.325
46.88,4.09,2,0.349
177.77,1.6,2,0.0
41.58,3.6,2,0.335
29.79,2.51,1,0.334
24.42,11.51,2,0.152
42.45,2.78,1,0.378
42.08,3.07,2,0.297
283.2,1.82,2,0.032
51.01,3.3,2,0.276
34.3,13.3,2,0.125
30.66,15.47,2,0.13
244.31,2.71,2,0.002
32.03,11.01,2,0.107
209.36,2.33,1,0.075
48.22,1.13,3,0.454
193.81,3.43,1,0.0
34.85,2.43,2,0.249
21.68,0.98,1,0.006
31.58,2.82,2,0.332
43.73,2.93,3,0.365
35.07,9.08,3,0.055
182.27,1.58,3,0.066
28.51,9.71,2,0.054
32.86,6.94,3,0.151
57.17,3.97,2,0.491
184.87,1.48,2,0.032
189.31,1.99,3,0.106
209.04,2.04,2,0.05
259.3,2.52,2,0.042
194.34,2.2,2,0.026
54.04,3.72,2,0.43
30.87,2.92,2,0.336
45.64,3.04,2,0.435
220.18,2.53,2,0.068
214.69,2.88,1,0.007
157.41,1.58,1,0.041
40.62,4.14,2,0.456
183.96,0.95,2,0.047
39.41,3.92,3,0.264
35.05,3.48,2,0.321
36.14,2.86,2,0.443
169.72,0.97,2,0.042
251.18,2.33,2,0.053
57.92,2.8,2,0.207
42.91,3.43,1,0.355
56.88,2.67,2,0.257
30.83,0.74,1,0.02
26.6,13.35,4,0.115
30.95,16.25,3,0.072
179.54,2.25,2,0.008
28.51,1.07,1,0.008
55.8,2.65,2,0.444
192.88,2.6,3,0.001
44.01,2.75,2,0.348
36.21,13.58,3,0.182
29.91,13.64,2,0.1
210.23,1.68,1,0.089
41.02,2.64,2,0.437
28.29,0.9,1,0.033
158.7,2.89,1,0.044
61.66,3.54,2,0.323
36.48,11.53,5,0.111
163.93,2.4,3,0.043
177.67,2.24,2,0.067
31.32,13.85,4,0.062
30.02,8.88,4,0.042
37.15,14.88,4,0.076
268.24,2.08,2,0.06
176.09,1.37,2,0.068
44.01,14.01,4,0.092
12.07,0.47,1,0.045
25.0,1.23,1,0.008
25.33,0.55,1,0.014
40.52,6.78,3,0.157
28.99,1.88,2,0.293
181.94,1.34,2,0.022
