AvgOrderValue,PurchaseFrequency,NumProductCategoriesShoppedIn,AvgDiscountUsed,Cluster
33.93,2.55,2,0.28,3
21.44,1.1,1,0.013,2
189.13,2.16,3,0.052,1
46.03,3.34,2,0.191,3
42.22,2.89,1,0.211,2
203.83,0.59,2,0.039,1
27.35,12.98,2,0.14,0
66.16,2.38,3,0.371,3
33.03,12.56,3,0.16,0
30.48,12.33,4,0.119,0
26.66,15.46,3,0.097,0
67.49,4.09,2,0.339,3
38.72,13.36,3,0.114,0
42.31,8.34,2,0.124,0
28.02,11.53,3,0.108,0
39.03,2.21,1,0.401,3
16.87,9.96,4,0.031,0
47.61,14.28,4,0.123,0
41.4,3.21,3,0.468,3
40.11,15.83,2,0.117,0
196.61,2.0,2,0.07,1
34.84,12.67,4,0.099,0
28.17,10.18,4,0.104,0
191.66,2.55,2,0.037,1
52.37,5.12,1,0.283,3
30.49,1.06,1,0.04,2
169.19,2.2,2,0.047,1
27.22,0.95,1,0.011,2
21.97,0.96,1,0.005,2
188.54,1.34,2,0.062,1
41.35,3.6,1,0.189,2
30.33,2.73,2,0.273,3
22.98,0.86,1,0.034,2
41.59,8.1,4,0.05,0
56.62,2.18,1,0.346,3
40.79,3.57,3,0.3,3
210.66,1.25,2,0.022,1
30.22,10.75,3,0.13,0
58.58,1.86,2,0.323,3
20.77,1.01,1,0.019,2
194.65,1.29,2,0.146,1
209.37,1.79,3,0.081,1
31.25,11.36,2,0.109,0
158.55,2.9,2,0.103,1
226.28,2.78,2,0.0,1
28.73,8.56,5,0.073,0
43.47,2.88,3,0.203,3
51.47,12.16,4,0.11,0
57.4,3.73,1,0.339,3
42.07,2.56,2,0.469,3
36.53,2.31,2,0.318,3
26.55,0.94,2,0.049,2
55.51,3.88,2,0.364,3
39.5,2.32,1,0.258,3
229.72,1.91,2,0.006,1
27.33,11.36,4,0.066,0
51.24,3.32,1,0.2,2
203.64,2.17,2,0.025,1
51.87,3.15,2,0.22,3
31.7,16.06,2,0.126,0
40.41,13.56,3,0.152,0
221.83,2.47,2,0.016,1
31.43,12.52,3,0.168,0
244.03,2.09,2,0.044,1
40.07,4.02,2,0.428,3
49.76,4.0,2,0.222,3
43.25,10.22,3,0.088,0
56.32,3.47,2,0.307,3
161.35,2.72,1,0.079,1
39.58,14.53,4,0.112,0
31.44,15.57,3,0.08,0
42.62,2.42,2,0.353,3
135.19,2.8,2,0.066,1
31.52,1.76,1,0.021,2
31.19,14.09,3,0.116,0
191.21,2.5,1,0.0,1
208.14,2.65,2,0.055,1
45.16,13.8,2,0.035,0
36.42,12.49,4,0.073,0
190.11,2.4,1,0.0,1
50.77,3.54,2,0.419,3
48.3,3.68,3,0.363,3
42.02,13.09,4,0.078,0
31.14,5.94,3,0.12,0
39.42,4.15,2,0.391,3
33.66,1.1,1,0.02,2
31.75,16.69,3,0.124,0
27.05,13.13,4,0.11,0
34.88,2.72,2,0.285,3
60.08,3.23,2,0.143,2
40.23,2.86,1,0.422,3
159.86,2.75,2,0.066,1
237.66,1.66,2,0.084,1
143.53,2.31,3,0.065,1
229.64,2.1,1,0.103,1
50.01,14.49,3,0.108,0
25.95,15.95,2,0.162,0
201.65,1.72,2,0.1,1
189.89,1.9,1,0.11,1
194.07,0.96,1,0.043,1
29.81,0.64,1,0.043,2
25.56,10.63,2,0.16,0
28.56,1.34,2,0.322,3
144.08,1.73,2,0.0,1
44.26,11.03,2,0.069,0
39.09,10.28,3,0.054,0
42.15,2.22,2,0.299,3
131.19,2.25,3,0.083,1
43.36,3.5,1,0.401,3
139.58,1.27,2,0.038,1
22.96,9.51,2,0.113,0
27.47,0.26,1,0.0,2
54.16,4.13,2,0.256,3
228.6,2.29,2,0.0,1
30.38,0.6,1,0.0,2
254.35,2.01,3,0.031,1
172.49,2.23,2,0.031,1
28.61,8.49,4,0.08,0
65.0,3.4,2,0.367,3
30.59,1.1,1,0.049,2
40.24,11.68,3,0.123,0
214.98,2.25,2,0.038,1
223.95,2.39,2,0.038,1
46.73,3.15,2,0.274,3
37.49,16.76,2,0.101,0
21.87,0.94,1,0.041,2
33.69,16.78,4,0.112,0
206.75,2.77,3,0.052,1
216.42,1.85,3,0.016,1
43.31,8.17,3,0.113,0
183.61,1.88,3,0.013,1
37.46,9.81,4,0.11,0
30.29,9.59,3,0.115,0
62.03,3.88,1,0.375,3
39.84,12.68,4,0.043,0
226.35,1.54,1,0.057,1
165.6,2.94,2,0.052,1
34.76,11.22,4,0.103,0
28.97,1.01,1,0.026,2
34.9,1.21,1,0.04,2
20.01,1.16,1,0.025,2
27.87,0.2,1,0.006,2
37.68,6.48,4,0.101,0
41.12,7.84,2,0.069,0
182.29,2.92,1,0.067,1
50.94,2.12,1,0.417,3
59.54,3.66,2,0.301,3
31.72,13.22,5,0.048,0
35.39,5.24,3,0.103,0
26.05,11.53,4,0.211,0
189.1,1.97,3,0.036,1
22.12,0.45,1,0.047,2
25.34,10.55,3,0.123,0
8.53,0.94,1,0.027,2
37.53,12.46,2,0.103,0
148.31,1.81,3,0.023,1
167.29,1.25,2,0.098,1
149.12,2.09,2,0.038,1
32.71,10.7,4,0.12,0
20.77,1.61,1,0.022,2
41.21,12.19,4,0.096,0
55.51,2.99,3,0.369,3
24.3,0.74,1,0.032,2
20.9,0.95,1,0.04,2
19.31,1.33,2,0.046,2
161.78,1.67,1,0.089,1
44.38,2.88,2,0.324,3
180.93,1.16,3,0.072,1
24.82,10.59,2,0.074,0
222.76,2.56,2,0.054,1
28.54,3.06,1,0.392,3
53.13,2.58,3,0.306,3
181.09,2.14,1,0.055,1
26.68,0.63,2,0.039,2
44.23,11.58,3,0.077,0
186.91,0.94,2,0.046,1
32.36,8.22,2,0.127,0
54.04,3.77,2,0.284,3
45.53,14.53,3,0.141,0
245.88,2.12,2,0.031,1
44.33,3.27,2,0.282,3
248.37,1.78,2,0.076,1
226.04,1.46,1,0.097,1
22.74,8.52,2,0.01,0
182.98,1.76,3,0.016,1
21.06,1.4,1,0.007,2
37.06,10.56,3,0.069,0
47.29,2.52,2,0.262,3
57.69,2.01,2,0.181,3
192.59,2.74,1,0.058,1
17.14,0.2,1,0.032,2
25.0,1.0,1,0.0,2
46.63,1.93,2,0.339,3
20.98,1.25,1,0.033,2
21.96,1.34,2,0.02,2
189.35,2.06,2,0.015,1
28.83,12.64,2,0.074,0
52.12,2.09,2,0.301,3
46.15,3.09,2,0.3,3
45.6,3.08,2,0.235,3
25.53,0.66,1,0.03,2
43.83,14.23,3,0.03,0
22.5,0.57,1,0.026,2
35.95,15.41,3,0.136,0
44.79,10.24,3,0.145,0
186.02,2.15,2,0.071,1
65.48,3.03,2,0.259,3
30.16,14.43,3,0.096,0
38.59,4.42,2,0.295,3
39.08,2.68,3,0.288,3
35.11,13.33,4,0.069,0
24.1,9.29,3,0.093,0
28.16,8.62,2,0.067,0
38.09,14.38,3,0.119,0
35.14,10.84,3,0.109,0
35.55,13.02,2,0.105,0
27.04,3.63,3,0.33,3
13.42,0.92,1,0.046,2
14.16,0.2,1,0.0,2
26.75,1.58,1,0.028,2
25.98,11.33,3,0.114,0
53.37,3.07,3,0.411,3
174.67,2.82,1,0.0,1
33.29,11.37,2,0.119,0
203.84,2.57,1,0.05,1
214.93,2.38,2,0.001,1
47.74,3.27,2,0.384,3
193.26,2.65,2,0.05,1
201.58,1.65,2,0.018,1
32.2,1.13,1,0.015,2
25.31,1.54,1,0.434,3
35.5,1.09,1,0.0,2
188.6,1.68,2,0.016,1
156.48,1.73,2,0.025,1
32.96,11.88,3,0.063,0
223.35,1.49,2,0.061,1
25.3,2.37,2,0.35,3
24.98,12.61,4,0.074,0
59.18,2.73,2,0.426,3
31.76,7.66,4,0.075,0
25.71,1.59,1,0.022,2
30.94,13.03,3,0.055,0
201.72,1.63,2,0.077,1
26.27,0.98,1,0.02,2
45.77,1.38,2,0.358,3
53.77,3.39,2,0.474,3
46.22,3.03,1,0.466,3
220.94,1.06,2,0.091,1
251.24,2.23,3,0.029,1
42.11,2.96,2,0.291,3
135.13,2.32,2,0.058,1
52.84,2.62,2,0.327,3
123.59,2.55,3,0.027,1
64.83,2.94,2,0.333,3
29.94,14.51,4,0.031,0
44.83,3.68,2,0.434,3
26.74,1.13,1,0.021,2
30.59,0.9,1,0.015,2
50.7,2.92,1,0.259,3
215.33,2.32,4,0.055,1
271.44,2.8,1,0.058,1
22.48,0.37,1,0.012,2
30.77,11.18,3,0.168,0
38.97,10.77,5,0.117,0
34.62,2.75,2,0.345,3
182.91,0.65,2,0.037,1
229.85,2.03,2,0.023,1
40.54,14.2,3,0.041,0
17.26,0.73,1,0.032,2
216.29,1.47,2,0.026,1
39.86,13.71,3,0.057,0
25.88,1.04,2,0.06,2
143.29,2.52,1,0.068,1
50.77,3.81,1,0.29,3
26.0,7.22,4,0.043,0
28.85,0.58,1,0.005,2
222.44,1.93,3,0.069,1
212.87,1.98,2,0.023,1
167.14,1.01,1,0.025,1
38.76,2.86,1,0.387,3
24.54,13.93,3,0.088,0
146.26,1.97,3,0.037,1
54.56,2.97,2,0.291,3
44.91,2.78,2,0.36,3
42.1,12.95,3,0.155,0
199.67,2.26,2,0.031,1
29.62,1.23,1,0.0,2
26.85,1.45,1,0.048,2
162.58,2.16,2,0.075,1
177.33,1.76,2,0.003,1
39.51,13.25,2,0.058,0
48.74,4.18,2,0.373,3
197.22,2.33,1,0.024,1
38.33,2.3,1,0.318,3
184.93,2.11,2,0.044,1
218.51,1.19,1,0.078,1
44.29,3.47,3,0.378,3
37.12,11.9,3,0.05,0
25.95,1.46,2,0.022,2
199.58,1.8,2,0.068,1
46.95,2.91,2,0.397,3
46.24,10.81,2,0.147,0
21.45,9.52,2,0.116,0
39.42,1.2,1,0.008,2
34.26,17.53,3,0.183,0
211.34,1.81,2,0.0,1
26.1,0.99,1,0.004,2
159.92,1.09,2,0.023,1
188.05,2.35,2,0.065,1
48.27,2.72,2,0.392,3
31.11,16.74,4,0.102,0
171.29,1.87,2,0.051,1
33.55,4.22,2,0.391,3
36.93,12.6,2,0.056,0
165.87,2.78,2,0.05,1
27.26,0.9,1,0.0,2
26.33,11.85,3,0.105,0
24.57,1.09,1,0.01,2
59.75,4.01,1,0.258,3
41.23,11.21,5,0.082,0
21.82,0.79,1,0.028,2
41.22,13.92,4,0.068,0
280.21,1.37,1,0.095,1
42.36,4.13,2,0.187,3
33.43,1.74,1,0.053,2
228.54,1.61,1,0.09,1
28.2,9.44,3,0.21,0
142.62,3.2,2,0.072,1
59.35,4.72,2,0.331,3
8.32,13.27,2,0.038,0
53.35,1.73,3,0.229,3
40.17,3.21,1,0.476,3
26.81,2.01,2,0.283,3
245.02,2.02,2,0.054,1
51.63,2.77,2,0.393,3
34.54,11.7,1,0.076,2
26.19,12.07,3,0.054,0
30.49,0.59,1,0.0,2
183.34,3.23,2,0.034,1
201.03,2.51,2,0.01,1
44.0,11.81,4,0.051,0
29.62,13.4,2,0.067,0
42.76,2.77,2,0.428,3
205.72,1.89,2,0.069,1
34.37,1.31,1,0.016,2
41.17,2.74,1,0.266,3
28.76,11.49,2,0.064,0
19.58,0.73,1,0.053,2
32.37,11.95,3,0.101,0
40.69,2.05,1,0.108,2
35.88,10.43,3,0.183,0
192.03,1.9,2,0.035,1
21.51,1.13,1,0.035,2
32.62,1.45,1,0.0,2
45.71,1.82,2,0.351,3
190.95,1.52,2,0.052,1
28.09,0.84,1,0.021,2
22.43,2.87,1,0.433,3
53.27,3.48,2,0.469,3
31.52,9.71,3,0.142,0
210.31,1.23,3,0.004,1
229.76,2.12,2,0.057,1
33.27,16.32,3,0.113,0
198.69,1.85,1,0.037,1
233.3,2.38,2,0.046,1
21.82,0.8,2,0.0,2
172.74,2.2,2,0.042,1
29.96,0.7,1,0.014,2
40.74,14.64,4,0.092,0
42.54,3.83,2,0.315,3
55.88,3.77,2,0.235,3
21.93,1.62,1,0.024,2
192.0,3.0,2,0.079,1
16.75,1.27,1,0.012,2
268.95,2.41,2,0.049,1
38.56,14.28,2,0.141,0
29.19,1.53,2,0.027,2
53.88,4.1,2,0.293,3
222.72,2.23,2,0.051,1
170.09,1.57,1,0.068,1
48.75,3.38,2,0.312,3
50.58,4.27,2,0.414,3
68.05,3.56,2,0.151,3
208.94,2.26,2,0.076,1
35.72,10.1,3,0.14,0
205.17,1.78,2,0.097,1
35.37,10.98,2,0.05,0
32.27,14.44,2,0.135,0
34.51,13.79,3,0.078,0
27.97,11.6,3,0.119,0
33.57,8.26,4,0.182,0
158.32,1.71,2,0.083,1
45.46,13.34,3,0.145,0
207.69,1.67,3,0.033,1
33.67,15.37,4,0.143,0
32.32,14.23,2,0.128,0
47.84,2.06,2,0.357,3
221.97,1.38,3,0.036,1
33.99,1.08,1,0.0,2
32.3,0.9,1,0.031,2
28.03,0.81,2,0.0,2
27.9,0.64,1,0.029,2
58.99,2.7,1,0.306,3
203.77,2.52,3,0.071,1
42.13,3.63,2,0.38,3
31.58,11.59,4,0.08,0
217.21,2.32,2,0.082,1
30.98,12.47,4,0.0,0
174.18,1.43,2,0.047,1
43.56,11.79,2,0.037,0
193.68,1.69,2,0.058,1
26.27,16.33,3,0.071,0
39.36,1.51,2,0.484,3
37.45,9.3,3,0.087,0
245.76,2.0,3,0.079,1
35.31,12.35,5,0.094,0
25.64,10.39,3,0.093,0
218.0,2.03,1,0.06,1
196.15,1.77,3,0.059,1
34.87,1.23,1,0.016,2
40.47,2.28,2,0.416,3
32.6,10.37,2,0.088,0
21.27,15.08,3,0.139,0
58.2,3.58,2,0.33,3
211.4,1.94,2,0.045,1
20.06,9.36,2,0.116,0
45.97,3.81,2,0.307,3
42.14,11.39,3,0.125,0
63.33,5.18,3,0.399,3
205.25,1.08,1,0.0,1
40.11,8.74,3,0.099,0
202.02,1.35,3,0.078,1
44.73,10.95,2,0.105,0
29.76,3.9,1,0.35,3
204.05,1.51,2,0.02,1
183.36,1.14,2,0.003,1
45.41,14.11,4,0.128,0
171.64,1.56,2,0.031,1
38.79,13.4,3,0.116,0
240.23,1.89,3,0.048,1
248.32,2.03,1,0.0,1
30.12,1.73,1,0.0,2
43.08,13.15,2,0.166,0
41.65,12.59,4,0.134,0
29.91,13.05,4,0.021,0
32.06,0.71,1,0.009,2
24.46,3.68,2,0.457,3
255.97,0.75,2,0.016,1
38.2,3.76,1,0.422,3
195.34,2.29,2,0.102,1
22.77,1.0,1,0.008,2
204.45,1.85,2,0.01,1
170.01,2.22,1,0.034,1
32.81,12.86,3,0.13,0
27.55,3.59,2,0.445,3
202.15,2.76,2,0.013,1
36.8,1.42,1,0.003,2
213.93,2.1,1,0.06,1
34.65,10.76,2,0.142,0
45.2,3.39,1,0.18,2
46.85,2.76,2,0.373,3
38.52,3.5,3,0.449,3
27.36,0.74,1,0.062,2
198.26,3.63,3,0.082,1
64.87,2.72,2,0.19,3
257.74,1.33,2,0.07,1
177.54,1.53,2,0.055,1
26.84,11.26,2,0.061,0
58.37,3.57,2,0.338,3
34.6,10.14,2,0.098,0
43.07,2.82,2,0.349,3
216.17,2.23,1,0.075,1
27.43,16.48,3,0.118,0
196.0,2.14,2,0.052,1
38.95,3.29,2,0.282,3
28.73,11.56,3,0.112,0
29.81,1.23,1,0.065,2
257.91,1.19,2,0.065,1
36.95,11.96,3,0.15,0
38.52,1.46,2,0.35,3
25.65,0.2,1,0.027,2
38.0,14.17,4,0.11,0
31.56,10.51,4,0.103,0
49.78,3.9,2,0.492,3
55.75,3.25,2,0.151,2
50.53,8.52,4,0.1,0
37.94,16.54,4,0.049,0
24.48,14.46,2,0.085,0
227.53,1.77,3,0.032,1
26.8,0.84,1,0.0,2
28.13,11.19,3,0.062,0
161.53,2.97,2,0.075,1
24.96,1.61,1,0.021,2
23.28,11.45,4,0.128,0
50.46,2.19,2,0.357,3
246.45,1.97,2,0.058,1
37.24,15.96,3,0.04,0
198.1,1.49,2,0.041,1
20.26,1.15,1,0.038,2
37.94,9.87,1,0.113,2
44.06,12.54,3,0.082,0
31.92,9.52,1,0.078,2
228.27,2.74,2,0.041,1
31.03,10.72,3,0.051,0
23.92,12.25,3,0.074,0
74.11,2.94,1,0.204,2
44.14,12.05,4,0.101,0
26.14,14.34,3,0.037,0
30.08,1.22,1,0.039,2
44.91,16.5,2,0.0,0
226.04,2.17,1,0.072,1
172.15,2.45,3,0.074,1
191.57,1.72,2,0.058,1
33.89,3.05,2,0.503,3
44.27,2.79,2,0.465,3
30.26,13.96,4,0.088,0
184.27,1.33,3,0.0,1
189.92,1.06,2,0.006,1
168.85,1.12,2,0.032,1
36.8,6.81,4,0.074,0
27.15,0.68,1,0.031,2
60.49,12.22,3,0.115,0
50.0,3.27,2,0.459,3
40.34,11.41,3,0.125,0
201.13,1.75,3,0.032,1
23.99,0.87,1,0.074,2
33.68,1.25,1,0.037,2
50.35,10.08,3,0.1,0
193.35,2.32,3,0.035,1
47.75,10.84,4,0.122,0
31.38,15.54,3,0.122,0
22.7,1.21,1,0.028,2
43.31,11.78,3,0.057,0
176.39,0.97,2,0.026,1
267.31,1.73,1,0.098,1
37.84,3.07,2,0.351,3
34.02,11.07,5,0.13,0
33.32,13.28,2,0.129,0
170.6,1.7,2,0.033,1
31.75,2.16,3,0.301,3
34.15,2.73,2,0.241,3
23.15,13.21,3,0.105,0
38.25,2.63,2,0.302,3
200.9,1.51,2,0.018,1
27.28,0.79,1,0.055,2
45.98,13.93,3,0.17,0
56.56,3.33,2,0.297,3
44.76,3.24,2,0.365,3
223.3,1.9,2,0.0,1
15.91,0.89,1,0.009,2
252.0,1.5,3,0.043,1
27.65,1.01,2,0.017,2
286.08,2.48,1,0.085,1
111.19,1.81,2,0.06,1
52.54,2.0,2,0.267,3
33.82,13.28,4,0.098,0
43.06,9.98,2,0.128,0
51.74,8.19,3,0.072,0
202.84,2.33,2,0.085,1
185.69,1.45,2,0.037,1
261.04,1.95,2,0.064,1
187.05,2.61,2,0.066,1
23.24,1.11,1,0.0,2
24.77,1.35,1,0.0,2
45.89,3.01,2,0.336,3
60.41,3.19,1,0.3,3
46.62,3.14,2,0.195,3
41.95,9.72,3,0.133,0
36.69,13.23,3,0.085,0
165.7,1.56,3,0.049,1
24.62,0.99,1,0.061,2
186.32,2.07,2,0.0,1
42.7,14.6,4,0.101,0
44.59,2.64,1,0.305,3
238.06,1.47,2,0.056,1
34.52,2.45,2,0.453,3
49.33,3.07,2,0.27,3
240.97,2.19,1,0.058,1
48.73,12.73,3,0.059,0
223.34,1.96,2,0.05,1
21.4,0.99,1,0.027,2
139.36,2.08,3,0.025,1
204.81,0.85,2,0.074,1
211.32,1.93,1,0.14,1
221.33,1.97,2,0.002,1
40.39,3.1,3,0.242,3
28.42,14.71,3,0.072,0
28.48,1.94,2,0.305,3
19.63,7.58,2,0.055,0
40.08,2.59,2,0.393,3
58.64,2.82,2,0.245,3
45.38,3.34,2,0.375,3
150.57,2.07,2,0.08,1
30.77,9.53,3,0.16,0
32.98,0.98,1,0.005,2
176.54,2.28,1,0.072,1
41.52,14.47,2,0.082,0
54.76,3.92,2,0.38,3
23.14,0.83,2,0.035,2
209.5,2.13,2,0.01,1
43.81,2.78,2,0.296,3
45.31,4.24,2,0.422,3
181.71,2.62,2,0.09,1
227.72,1.12,2,0.072,1
32.08,4.0,3,0.144,0
52.79,3.94,2,0.352,3
24.5,0.38,1,0.01,2
46.77,4.09,2,0.439,3
36.56,12.57,5,0.116,0
31.23,10.87,3,0.158,0
20.29,1.48,1,0.0,2
44.45,13.41,2,0.069,0
204.59,2.66,2,0.0,1
222.16,1.72,2,0.01,1
37.42,2.72,3,0.245,3
34.66,10.88,2,0.086,0
32.66,9.14,3,0.077,0
211.5,1.99,1,0.051,1
238.8,1.59,1,0.058,1
60.01,2.51,2,0.22,3
30.81,3.11,1,0.437,3
42.02,13.5,2,0.064,0
129.67,1.8,2,0.026,1
43.18,15.14,3,0.128,0
166.1,1.38,3,0.043,1
50.19,3.56,1,0.411,3
46.15,14.15,2,0.123,0
35.46,4.51,2,0.29,3
42.76,3.11,2,0.455,3
42.12,2.81,2,0.297,3
42.36,3.79,2,0.223,3
43.27,11.96,3,0.145,0
173.71,1.0,3,0.045,1
53.53,3.91,1,0.491,3
236.41,2.2,2,0.028,1
193.03,1.4,3,0.048,1
41.46,13.93,3,0.062,0
41.61,2.76,2,0.377,3
210.23,1.08,2,0.08,1
39.65,3.59,2,0.393,3
28.21,14.87,2,0.105,0
24.8,0.91,1,0.023,2
180.94,1.74,1,0.064,1
46.02,2.6,2,0.376,3
53.44,12.8,3,0.111,0
19.75,8.86,3,0.026,0
45.31,2.19,1,0.344,3
20.93,1.67,1,0.0,2
32.92,16.12,3,0.14,0
58.21,2.86,2,0.296,3
35.16,10.49,3,0.153,0
46.27,3.08,1,0.295,3
32.24,15.04,2,0.062,0
54.23,2.68,2,0.438,3
37.0,8.66,4,0.13,0
179.33,1.82,3,0.004,1
216.41,1.65,1,0.038,1
46.76,4.16,3,0.311,3
19.63,0.87,1,0.028,2
261.41,2.18,2,0.034,1
44.51,2.16,2,0.294,3
33.96,1.07,1,0.046,2
61.97,2.25,2,0.343,3
41.83,11.34,4,0.135,0
38.77,2.62,3,0.338,3
26.6,10.68,3,0.101,0
28.02,0.33,2,0.0,2
218.07,2.32,2,0.077,1
26.4,0.53,1,0.0,2
46.65,3.36,1,0.338,3
39.92,2.0,1,0.382,3
45.36,3.17,2,0.319,3
42.93,2.6,2,0.46,3
201.6,2.55,1,0.027,1
31.92,10.11,3,0.186,0
159.59,1.62,1,0.006,1
212.98,2.59,3,0.032,1
28.58,1.82,2,0.353,3
21.62,0.53,1,0.0,2
60.97,4.03,2,0.381,3
29.8,12.78,1,0.13,0
23.8,0.88,1,0.004,2
204.49,2.04,3,0.001,1
30.6,3.65,2,0.346,3
32.33,12.45,3,0.12,0
21.05,0.65,1,0.0,2
37.5,1.77,1,0.014,2
25.98,10.36,4,0.069,0
31.95,11.58,3,0.059,0
13.02,1.07,1,0.036,2
34.01,12.61,4,0.0,0
51.66,2.36,2,0.397,3
192.5,1.5,2,0.032,1
30.74,0.82,2,0.047,2
60.7,2.9,2,0.369,3
33.87,0.7,2,0.026,2
31.08,1.26,1,0.008,2
31.62,10.22,4,0.089,0
23.17,1.08,1,0.015,2
260.33,2.11,1,0.025,1
31.55,11.35,3,0.092,0
49.74,6.9,4,0.141,0
46.35,2.75,2,0.302,3
42.96,13.59,3,0.077,0
158.6,2.13,1,0.024,1
12.37,0.78,1,0.047,2
214.03,1.69,3,0.028,1
44.27,2.76,2,0.332,3
24.83,13.63,5,0.0,0
35.72,12.78,2,0.174,0
160.95,1.76,1,0.054,1
172.51,2.39,2,0.007,1
30.91,8.12,4,0.123,0
172.71,1.96,1,0.038,1
33.19,9.0,2,0.177,0
21.38,1.14,1,0.03,2
30.62,11.95,3,0.104,0
25.48,12.17,3,0.148,0
41.09,2.84,2,0.304,3
10.6,6.84,3,0.081,0
58.83,3.19,2,0.451,3
204.72,1.38,2,0.058,1
34.4,10.36,4,0.069,0
160.16,1.95,2,0.076,1
28.62,12.04,3,0.065,0
31.44,12.59,3,0.056,0
249.11,2.84,2,0.057,1
220.3,1.2,1,0.072,1
25.86,0.47,1,0.03,2
61.24,2.79,3,0.348,3
77.07,2.7,2,0.38,3
39.51,3.43,2,0.391,3
29.37,1.14,1,0.046,2
38.62,10.53,3,0.102,0
163.96,1.88,3,0.069,1
35.52,13.29,2,0.08,0
39.4,3.16,3,0.314,3
26.38,0.2,1,0.002,2
45.2,3.15,2,0.492,3
28.77,9.99,3,0.098,0
30.33,11.84,3,0.15,0
245.63,1.21,2,0.078,1
26.03,9.79,4,0.124,0
231.44,1.95,2,0.072,1
39.71,2.66,2,0.433,3
24.99,10.91,3,0.106,0
30.66,0.96,1,0.0,2
32.0,10.9,1,0.064,2
34.03,12.58,3,0.157,0
205.53,2.0,3,0.111,1
159.39,1.07,2,0.009,1
49.13,2.15,2,0.268,3
52.25,2.94,2,0.306,3
35.09,1.79,1,0.006,2
39.58,2.2,2,0.306,3
32.05,0.31,1,0.0,2
187.96,2.1,1,0.085,1
169.07,2.67,2,0.06,1
50.35,0.8,1,0.439,3
48.24,2.26,2,0.305,3
41.84,13.88,3,0.04,0
228.18,1.27,3,0.086,1
38.37,11.64,4,0.052,0
36.8,17.71,3,0.114,0
15.93,0.57,1,0.027,2
47.96,3.38,2,0.435,3
45.99,10.32,3,0.124,0
180.58,2.22,2,0.001,1
38.43,3.07,2,0.347,3
33.52,15.99,3,0.012,0
30.91,1.22,1,0.003,2
174.66,1.92,1,0.088,1
137.2,1.03,2,0.062,1
29.69,1.15,1,0.027,2
20.07,2.29,1,0.009,2
35.92,11.69,3,0.081,0
33.05,3.26,2,0.376,3
24.32,14.28,4,0.124,0
214.42,2.66,2,0.045,1
20.72,11.93,2,0.162,0
49.71,2.36,1,0.283,3
193.09,2.28,3,0.035,1
33.24,0.77,1,0.034,2
194.04,0.48,2,0.024,1
226.64,1.4,2,0.113,1
39.94,2.68,2,0.212,3
207.82,1.81,2,0.004,1
189.21,1.93,4,0.046,1
60.43,2.4,1,0.3,3
46.24,3.24,2,0.315,3
33.5,1.16,1,0.034,2
28.51,13.74,2,0.07,0
253.6,2.1,2,0.072,1
35.1,12.36,3,0.178,0
24.82,0.34,1,0.0,2
41.78,3.22,2,0.381,3
43.06,13.84,4,0.099,0
146.83,2.27,1,0.015,1
152.99,1.97,1,0.05,1
26.9,5.51,3,0.12,0
233.88,1.71,2,0.026,1
26.34,0.94,1,0.03,2
53.96,2.04,1,0.421,3
32.68,10.75,3,0.139,0
189.71,2.05,1,0.084,1
33.7,0.58,1,0.048,2
178.66,2.91,2,0.06,1
66.58,2.77,1,0.289,3
18.49,1.0,2,0.033,2
221.21,1.38,1,0.054,1
15.51,0.97,1,0.018,2
32.93,0.99,1,0.043,2
44.28,2.93,2,0.378,3
206.67,1.15,2,0.028,1
34.93,7.91,1,0.12,2
26.09,0.95,1,0.043,2
26.74,0.2,1,0.027,2
180.77,2.87,2,0.055,1
31.92,11.02,2,0.112,0
39.98,3.22,2,0.384,3
52.47,3.51,2,0.461,3
48.65,3.83,2,0.301,3
25.86,10.79,2,0.098,0
39.43,8.63,3,0.114,0
193.11,1.34,1,0.054,1
24.94,14.57,4,0.128,0
214.03,0.7,2,0.017,1
34.03,2.67,2,0.274,3
28.73,1.06,1,0.0,2
39.62,2.24,2,0.203,3
24.41,12.82,3,0.067,0
139.89,2.13,1,0.046,1
44.64,3.87,2,0.186,3
24.22,0.68,1,0.035,2
42.14,1.72,2,0.322,3
173.65,1.59,2,0.057,1
43.88,3.04,3,0.476,3
46.93,10.28,3,0.174,0
212.49,1.97,1,0.08,1
23.46,1.08,1,0.034,2
55.74,3.35,2,0.36,3
48.7,2.85,2,0.545,3
191.92,0.72,2,0.019,1
57.35,2.83,2,0.46,3
207.7,2.0,3,0.032,1
37.37,3.53,2,0.41,3
35.32,2.99,2,0.324,3
32.1,9.59,3,0.102,0
162.85,1.72,2,0.0,1
37.77,3.88,2,0.329,3
28.02,10.53,4,0.093,0
28.91,1.3,1,0.075,2
175.73,1.62,2,0.115,1
33.31,0.4,1,0.012,2
235.98,2.63,2,0.059,1
28.87,14.24,2,0.118,0
200.31,2.68,2,0.046,1
32.88,10.95,4,0.042,0
36.44,10.94,2,0.085,0
50.02,2.71,2,0.278,3
60.22,2.52,1,0.291,3
248.09,1.77,2,0.078,1
44.45,12.3,2,0.141,0
200.7,0.83,2,0.007,1
36.46,12.75,3,0.052,0
195.51,1.54,2,0.051,1
19.56,0.61,1,0.028,2
29.21,14.33,2,0.04,0
58.89,3.38,2,0.376,3
212.92,2.39,2,0.071,1
222.63,2.01,2,0.0,1
